id	label	nodeType
12778906	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12779313	NEW ZEALAND. WELLINGTON, February 7.	trove
12794430	NEW ZEALAND. WELLINGTON, May 10.	trove
12796625	NEW ZEALAND. WELLINGTON, Sunday.	trove
12793870	NEW ZEALAND. WELLINGTON, May 6.	trove
12808029	CANTERBURY JOCKEY CLUB MEET. WELLINGTON, Thursday.	trove
12806874	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12820207	"A NEW ZEALAND TRAGEDY. ATTEMPTED MURDER AND SUICIDE. (""Argus"" Correspondent."") DUNEDIN, November 5."	trove
12818265	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12788346	NEW ZEALAND. WELLINGTON, March 29.	trove
12788027	NEW ZEALAND. WELLINGTON, Sunday.	trove
12775426	AN UNEXPECTED ARRIVAL. STEAMER CLAVERDON PUTS IN FOR COAL.	trove
12776825	NEW ZEALAND. WELLINGTON, January 13.	trove
12777099	NEW ZEALAND ROUGH RIDERS.	trove
12774311	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12812394	Family Notices	trove
12823324	NEW ZEALAND. WELLINGTON, December 12.	trove
12797891	THE LATE SIR GEORGE GREY.	trove
12798748	NEW ZEALAND.	trove
12782937	NEW ZEALAND. WELLINGTON, FRIDAY.	trove
12814290	NEW ZEALAND. WELINGTON, Thursday.	trove
12815282	NEW ZEALAND. WELLINGTON, Friday.	trove
12801930	NEW ZEALAND. WELLINGTON, Sunday.	trove
12802465	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12803285	BAGDAD BOARD OF AGRICULTURE.	trove
12802830	NEW ZEALAND. WELLINGTON, Sunday.	trove
12817311	THE S.S. RAKAIA.	trove
12797399	ARRIVAL OF TRANSPORT MONOWAI. INTERESTING NARRATIVE OF VOYAGE.	trove
12787011	THE WARSHIPS.	trove
12787740	NEW ZEALAND.	trove
12808890	NEW ZEALAND. WELLINGTON, Thursday.	trove
12803314	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12799767	MOVEMENTS OF LOCAL VESSELS.	trove
12784093	NEW ZEALAND. WELLINGTON, March 6.	trove
12816980	EXCURSION TO WEST COAST SOUNDS OF NEW ZEALAND.	trove
12787478	THE WHAKATANE.	trove
12819680	NEW ZEALAND. WELLINGTON, Friday.	trove
12814225	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12789154	NEW ZEALAND. WELLINGTON, Monday.	trove
12798733	NEW ZEALAND. WELLINGTON, Friday.	trove
12787831	CRICKET. DERWENT V.WELLINGTON. DERWENT 353. UNIQUE WICKETKEEPING BY GATEHOUSE. WELLINGTON 119 FOR TWO WICKETS.	trove
12814842	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12805188	LONDON AND CAPE STEAMERS.	trove
12798933	MISSIONARY VESSEL IN A GALE. PERILOUS EXPERIENCE OF THE JOHN WILLIAMS.	trove
12786692	THE CAPE STEAMERS.	trove
12781899	IMPORTS.—February 24.	trove
12784483	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12801922	MARKETS.	trove
12824711	NEW ZEALAND. WELLINGTON December 23.	trove
12805719	NEW ZEALAND. WELLINGTON, Monday.	trove
12777925	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12819293	QUEENSLAND. BRISBANE, Tuesday.	trove
12788834	NEW ZEALAND. WELLINGTON, Friday.	trove
12775402	NEW ZEALAND. WELLINGTON, January 15.	trove
12791949	NEW ZEALAND. WELLINGTON, Friday.	trove
12803985	NEW ZEALAND. WELLINGTON, Monday.	trove
12804154	THE FAIRY ROCK IN A GALE.	trove
12780792	GENERAL ITEMS.	trove
12779147	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12794857	NEW ZEALAND. AUCKLAND, Wednesday.	trove
12796180	NEW ZEALAND. WELLINGTON, Thursday.	trove
12793072	"PRISONERS' PARADISE. (""Otago Daily Times."")"	trove
12793953	NEW ZEALAND. WELLINGTON. Thursday.	trove
12792250	NEW ZEALANDERS VERSUS BOERS. BRISK RIFLE DUEL.	trove
12797135	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12794216	NEW ZEALAND.	trove
12793228	NEW ZEALAND. WELLINGTON May 1.	trove
12797337	NEW ZEALAND. WELLINGTON, May 26.	trove
12805999	NEW ZEALAND. AUCKLAND, July 28.	trove
12808861	DAMAGE TO THE FAIRY BOCK, BRIG.	trove
12808355	NEW ZEALAND. WELLINGTON, August 17.	trove
12808357	NEW ZEALAND. WELLINGTON, Monday.	trove
12807793	CHRISTCHURCH GRAND NATIONAL. WELLINGTON, Tuesday.	trove
12807976	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12819736	NEW ZEALAND. WELLINGTON, Sunday.	trove
12818004	NEW ZEALAND. WELLINGTON, Saturday.	trove
12818002	NEW ZEALAND CUP. WELLINGTON, Sunday.	trove
12820890	NEW ZEALAND. WELLINGTON, Monday.	trove
12820951	NEW ZEALAND. RUSSIAN SHIP ON FIRE. LADEN WITH NAVAL STORES. WELLINGTON, Tuesday.	trove
12820656	NEW ZEALAND. WELLINGTON, Sunday.	trove
12817897	ULVERSTONE TOWN BOABD.	trove
12790179	UNITED FRIENDLY SOCIETIES' ANNUAL SPORTS AT WEST DEVONPORT. [BY ELECTRIC TELEGRAPH.] WEST DEVONPORT, Monday.	trove
12787877	RIFLE MATCH. A COMPANY V. H.M.S. DART.	trove
12791414	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12788396	NEW ZEALAND: WELLINGTON, Wednesday.	trove
12790738	NEW ZEALAND. WELLINGTON, Thursday.	trove
12791704	NEW ZEALAND. WELLINGTON, Thursday.	trove
12789442	THE STORY-TELLER A QUEER CLUB. A WEIRD ACCOUNT OF A NOVEL AMERICAN ESTABLISHMENT.	trove
12788922	DERWENT V. WELLINGTON. GATEHOUSE MAKES 175 RUNS. MCALLEN'S WICKETKEEPING SPLENDID.	trove
12788594	NEW ZEALAND. WELLINGTON, Thursday.	trove
12775161	NEW ZEALAND. WELLINGTON, TUESDAY.	trove
12772485	GROVE ATHLETIC CLUB.	trove
12772462	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12776510	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12776212	R.M.S. RUAHINE. REPORT OF THE VOYAGE.	trove
12774078	NEW ZEALAND. AUCKLAND, WEDNESDAY.	trove
12774582	NEW ZEALAND. WELLINOTON, January 9.	trove
12772834	NEW ZEALAND. WELLINGTON, January 1.	trove
12774878	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12773299	NEW ZEALAND. WELLINGTON, January 2.	trove
12772793	A VISIT TO TONGA ISLANDS. (Englishwoman.)	trove
12812191	ARRIVAL OF THE KUMARA.	trove
12811179	NEW ZEALAND. TRAGICAL FATALITY. HUSBAND, WIFE, AND CHILD BURNT TO DEATH. WELLINGTON, Monday.	trove
12813265	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12810134	NEW ZEALAND. WELLINGTON, August 26.	trove
12813654	NEW ZEALAND. WELLINGTON, Friday.	trove
12823402	NEW ZEALAND. WELLINGTON, Monday.	trove
12821882	CANTERBURY PILGRIMS.	trove
12821641	CRICKET. WELLINGTON V. NEW TOWN.	trove
12821482	NEW ZEALAND. WELLINGTON, November 25.	trove
12822694	NEW ZEALAND. WELLNGTON, Tuesday.	trove
12821942	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12824844	NEW ZEALAND. WELLINGTON, Sunday.	trove
12800972	NEW ZEALAND. WELLINGTON, June 20.	trove
12800079	NEW ZEALAND. WELLINGTON, Saturday.	trove
12800888	PRACTICAL IRRIGATION.	trove
12800873	NEW ZEALAND.	trove
12801292	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12801562	PROPOSED NEW ZEALAND FEDERATION.	trove
12799307	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12799277	"RE-NAMING NEW ZEALAND. (""Canterbury Press."")"	trove
12799822	NEW ZEALAND. WELLINGTON, Friday.	trove
12798186	NEW ZEALAND WELLINGTON, Tuesday.	trove
12782687	SUPREMEC0URT,LAUNCESTON. CRIMINAL SITTINGS. Thursday, March 1.	trove
12786776	NEW ZEALAND. WELLINGTON, Monday.	trove
12786712	CRICKET. DERWENT V. WELLINGTON. DERWENT, 304 FOR FIVE WICKETS. S. HAWSON SCORES 166 RUNS.	trove
12815920	NEW ZEALAND. WELLINGTON, Thursday.	trove
12816190	NEW ZEALAND. WELLINGTON, October 14.	trove
12815004	ROSS MUNICIPAL COUNCIL.	trove
12817293	NEW ZEALAND. WELLINGTON, October 25.	trove
12815074	THE MINING BILL. TO THE EDITOR OF THE MERCURY.	trove
12817346	SHIPPING. SAILED — October 30.	trove
12804278	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12804194	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12805133	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12802138	NEW ZEALAND. WELLINGTON, Monday.	trove
12808262	SHIPPING. ARRIVED—August 19.	trove
12799232	ANOTHER LARGE STEAMER FOR THE NEW ZEALAND SHIPPING COMPANY.	trove
12820623	EXPORTS—November 23.	trove
12822196	NEW ZEALAND. WELLINGTON, Friday.	trove
12783823	THE CAPE STEAMERS.	trove
12786841	NEW ZEALAND. WELLINGTON, March 22.	trove
12782549	NEW ZEALAND. AUCKLAND, February 26.	trove
12776836	EXPORTS.—January 26.	trove
12815549	THE GROWTH OF THE UNION COMPANY'S SERVICE. SOME INTERESTING FIGURES.	trove
12819357	RETURNED FROM THE WAR.	trove
12790472	NEW ZEALAND. WELLINGTON, April 13.	trove
12795601	MELBOURNE-HOBART SERVICE.	trove
12791101	NEW ZEALAND. WELLINGTON, April l8.	trove
12803048	NEW ZEALAND. WELLINGTON, Monday.	trove
12782051	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12797978	NEW ZEALAND. WELLINGTON, Monday.	trove
12790335	MEANDER RACES. (By Electric Telegraph.) LAUNCESTON, Tuesday.	trove
12799783	LONDON AND CAPE STEAMERS.	trove
12796863	NEW ZEALAND. WELLINGTON, Monday.	trove
12786517	NEW ZEALAND. WELLINGTON, March 21.	trove
12773065	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12820582	WELLINGTON HANDICAP. BY SUBMARINE CABLE, COPYRIGHT [TASMANIAN PRESS ASSOCIATION.] WELLINGTON, Friday.	trove
12794824	IMPORTS—May 17.	trove
12776615	BY SUBMARINE CABLE—COPYRIGHT [TASMANIAN PRESS ASSOCIATION.] PERTH, THURSDAY.	trove
12785364	NEW ZEALAND. WELLINGTON, March 13.	trove
12820592	NEW ZEALAND. WELLINGTON, November I6.	trove
12819396	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12799056	AUCKLAND RACING CLUB GRAND NATIONAL HURDLE. BY SUBMARINE CABLE.—COPYRIGHT. (TASMANIAN PRESS ASSOCIATION.] AUCKLAND, June 11.	trove
12780540	MELBOURNE CLUB V. AUCKLAND. BY SUBMARINE CABLE—COPYRIGHT [TASMANIAN PRESS ASSOCIATION.) AUCKLAND, FRIDAY.	trove
12822125	NEW ZEALAND. WELLINGTON, Thursday.	trove
12817070	ARRIVAL OF THE RAKAIA.	trove
12802468	NEW ZEALAND. WELLINGTON, June 28.	trove
12817984	"THEATRE ROYAL. HENRY COMEDY COMPANY. ""CHARLEY'S AUNT."""	trove
12784426	NEW ZEALAND. WELLINGTON, March 9.	trove
12797591	MOVEMENTS OF LOCAL VESSELS.	trove
12783767	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12808073	RETURN OF INVALIDED SOLDIERS.	trove
12802826	FOOTBALL.	trove
12792790	NEW ZEALAND. WELLINGTON, April 27.	trove
12806210	SHIPPING. ARRIVED—August 2.	trove
12804330	SATURDAY'S MATCHES.	trove
12796440	MOVEMENTS OF LOCAL VESSELS.	trove
12819383	WRECKAGE ON NEW, ZEALAND COAST A MYSTERY. BY SUBMARINE CABLE, COPYRIGHT. [TASMANIAN PRESS ASSOCIATION.] SYDNEY, November 14.	trove
12773922	ARRIVAL OF THE S.S. AOTEA.	trove
12773369	NEW ZEALAND. WELLINGTON, FRIDAY.	trove
12800086	NEW ZEALAND. WELLINGTON, June 12.	trove
12789167	THE CAPE STEAMERS.	trove
12778895	THE LONDON STEAMERS.	trove
12813283	SHIPPING NEWS.	trove
12800858	TRAWLING ON THE NEW ZEALAND COAST.	trove
12795145	FROM NEW ZEALAND.	trove
12824811	PUBLIC OPINION.	trove
12808317	"A CHRISTCHURCH SENSATION. ALLEGED ATTEMPT TO PROCURE MURDER. EVIDENCE HINGES ON A TYPEWRITER. (""Argus"" Correspondent.) DUNEDIN, August 9."	trove
12780777	A NEW ZEALAND APPEAL.	trove
12780507	NEW ZEALAND. WELLINGTON, FRIDAY.	trove
12781623	DESERTION BY CHINESE SEAMEN.	trove
12781050	NEW TOWN V. WELLINGTON.	trove
12781104	NEW ZEALAND. WELLINGTON, February 15.	trove
12781454	MAJOR- GENERAL HECTOR MACDONALD SEVERELY WOUNDED. MANY OTHER CASUALTIES.	trove
12780133	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12782263	BEACONSFIELD.	trove
12779676	NEW ZEALAND. AUCKLAND, February 8.	trove
12777680	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12779081	CRICKET. DERWENT V. WELLINGTON.	trove
12779542	NEW TOWN V. WELLINGTON.	trove
12780240	ONWARD TO DEATH AT MAGERSFONTEIN.	trove
12778516	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12778546	NEW ZEALAND. WELLINGTON, February 1.	trove
12781325	THE REV. CHARLES CLARK. A DICKENS NIGHT.	trove
12796210	WEST COAST JOCKEY CLUB MEETING. (By Electric Telegraph.) STRAHAN, Thursday.	trove
12795110	NEW ZEALAND. AUCKLAND, May 11.	trove
12793018	WHAT IT MEANS TO FIT UP A TROOPSHIP.	trove
12794534	NEW ZEALAND. WELLINGTON, Monday.	trove
12796614	MARKETS.	trove
12792764	NEW ZEALANDERS AT BEIRA.	trove
12792224	NEW ZEALAND. AUCKLAND, Monday.	trove
12793565	"MONEY IN THE FIELD. (""Spectator."")"	trove
12792668	WELLINGTON CHALLENGE STAKES. WELLINGTON, Wednesday.	trove
12792677	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12793263	NEW ZEALAND. WELLINGTON, Sunday.	trove
12793281	NEW ZEALANDERS WIN HONOURABLE MENTION.	trove
12793276	REVIEWS.	trove
12808093	NEW ZEALAND. WELLINGTON, August 13.	trove
12808315	NEWS FROM SAMOA. COALITION GOVERNMENT SUGGESTED. AUCKLAND, August 16.	trove
12807382	NEW ZEALAND. WELLINGTON, August 6.	trove
12807732	IMPORTS—August 14.	trove
12809250	NEW ZEALAND. WELLINGTON, Monday.	trove
12820584	NEW ZEALAND. WELLINGTON, Friday.	trove
12819068	NEW ZEALAND RACING. WELLINGTON, Monday.	trove
12818578	NEW ZEALAND. THE CANTERBURY RACES. WELLINGTON, Thursday.	trove
12818982	"CRICKET. DERWENT V. WELLINGTON. WELLINGTON 5 WICKETS FOR 285. GATEHOUSE ""NOT OUT"" 111."	trove
12820669	WHEAT MARKET.	trove
12820268	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12790184	SPORTS AT NEW NORFOLK.	trove
12791320	NEW ZEALAND. WELLINGTON, Monday.	trove
12790869	NEW ZEALAND. WELLINGTON, Friday.	trove
12788286	VERY LATEST CABLES. THE DOORN SPRUIT ENGAGEMENT. DETAILS OF THE FIGHTING LONDON, APRIL, 3, 6.10 A.M.	trove
12788329	NEW ZEALAND. A BLIGHTED HEROINE. WELLINGTON, Tuesday.	trove
12789677	NEW ZEALAND. WELLINGTON, April 9.	trove
12789641	NEW ZEALAND. WELLINGTON Wednesday.	trove
12788589	CURRENT WOOL VALUES.	trove
12788040	SAILED.—April 2.	trove
12788846	NEW ZEALAND. WELLINGTON, April 3.	trove
12775493	NEW ZEALANDERS MENTIONED IN DESPATCHES. HIGHLY COMPLIMENTED.	trove
12776545	NEW ZEALAND. WELLINGTON,January 21.	trove
12775392	HOLY TRINITY CHURCH FETE.	trove
12776309	NEW ZEALAND. WELLINGTON, TUESDAY.	trove
12776007	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12776013	NEW ZEALAND. AUCKLAND, January l8.	trove
12775944	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12774079	NEW ZEALAND. AUCKLAND, January 7.	trove
12774712	CRICKET. DERWENT V. WELLINGTON.	trove
12774303	CRICKET. BREAK O'DAY V. WELLINGTON. A WIN FOR BREAK O'DAY.	trove
12774945	PROFFERED GIFTS ACCEPTED.	trove
12773403	SPORTS AT STANLEY.	trove
12772757	AUCKLAND RACES. AUCKLAND, TUESDAY. AUCKLAND PLATE.	trove
12775897	CRICKET. DERWENT V. WELLINGTON.	trove
12774004	NEW ZEALAND. WELLINGTON, TUESDAY.	trove
12777400	"THE PRINCE'S ""HORROR OF GAMBLING."" AN INTERESTING LETTER BY H.R.H."	trove
12811986	BISHOP DELANY AND FREE EDUCATION. TO THE EDITOR OF THE MERCURY.	trove
12812180	NEW ZEALAND. WELLINGTON, Monday.	trove
12812177	FRUIT MARKET.	trove
12810402	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12813567	INTERCOLONIAL COMMERCIAL. FRUIT MARKET.	trove
12809827	NEW ZEALAND.	trove
12811461	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12810627	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12812780	NEW ZEALAND. WELLINGTON, September 14.	trove
12810688	SAILED—September 6.	trove
12823602	THE ROYAL VISIT. TO EVERY AUSTRALASIAN CAPITAL.	trove
12823856	NEW ZEALAND. WELLINGTON, Thursday.	trove
12821806	"SIR REDVERS BULLER'S DEFENCE. (""Daily News,"" October 2[?])"	trove
12823024	NEW ZEALAND. WELLINGTON, Thursday.	trove
12822410	BUTCHERS' RACING CLUB.	trove
12800089	ARTILLERY RIFLE CLUB.	trove
12800408	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12800347	"GRANTS FOR VICTORIES. Cassell's Saturday Journal."""	trove
12799512	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12798452	NEW ZEALAND. WELLINGTON, June 4.	trove
12799573	"STEALING GROG. To the Editor of ""The Mercury."""	trove
12801501	SHIPPING. ARRIVED—June 27.	trove
12799294	CITY POLICE COURT. TUESDAY, JUNE 12.	trove
12797861	NEW ZEALAND. WELLINGTON, May 29.	trove
12797396	OUR YORKSHIRE LETTER. THE ADAPTABILITY OF TEXTILE FIBRES. USES TO WHICH WOOL ARE PUT. (From Our Special Correspondent.) Bradford, April 27.	trove
12800641	THE PRIVY COUNCIL.	trove
12800649	NEW ZEALAND. WELLINGTON, Thursday.	trove
12801619	FOOTBALL.	trove
12798431	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12785572	PUBLIC OPINION.	trove
12782609	CRICKET. WELLINGTON V. BRUNY.	trove
12786469	ARRIVAL OF NEW ZEALANDERS.	trove
12786497	NEW ZEALAND. AUCKLAND, Friday.	trove
12785865	WESTERN FRONTIER. NEW ZEALANDERS ACTIVELY OPERATING. MARCH 20.	trove
12785907	GREATER NEW YORK LETTER [FROM OUR CORRESPONDENT.]	trove
12785583	NEW ZEALAND. AUCKLAND, Monday.	trove
12785652	NEW ZEALAND. WELLINGTON, March 16.	trove
12786819	BROADMARSH ROAD TRUST.	trove
12782558	NEW ZEALAND. WELLINGTON, WEDNESDAY.	trove
12787472	SAILED.—March 29.	trove
12783528	NEW ZEALAND. WELLINGTON, TUESDAY.	trove
12815925	FRUIT MARKET.	trove
12816482	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12814256	DISPUTE ABOUT A RACEHORSE. INTERESTING DECISION.	trove
12814524	HURDLE RACE.	trove
12817022	NEW ZEALAND. WELLINGTON, Friday.	trove
12814994	NEW ZEALAND. LIQUOR LEGISLATION. WELLINGTON, Wednesday.	trove
12815467	NEW ZEALAND. WELLINGTON, October 9.	trove
12815525	NEW ZEALAND. WELLINGTON, Sunday.	trove
12817313	TESTIMONIAL FROM OLD ENGLAND.	trove
12814455	CRICKET.	trove
12816204	NEW ZEALAND. WELLINGTON, October 17.	trove
12804228	A UNIQUE PATIENT.	trove
12804548	NEW ZEALAND. WELLINGTON, July 15.	trove
12804345	NEW ZEALAND. WELLINGTON, Thursday.	trove
12805162	SAILED—July 26.	trove
12805179	FOOTBALL. SATURDAY'S MATCHES.	trove
12803014	PRISONERS OF WAR.	trove
12784960	NEW ZEALAND. WELLINGTON, March 11.	trove
12816124	NEW ZEALAND. WELLINGTON, Friday.	trove
12791626	NEW ZEALAND. WELLINGTON, April 23.	trove
12782336	"PATRIOTIC ROSETTES. To the Editor of ""The Mercury."""	trove
12810945	NEW ZEALAND. WELLINGTON, Friday.	trove
12810422	SHIPPING NEWS.	trove
12810396	MAIL TABLE. INWARDS.	trove
12815906	THE NEW STEAMER RIMUTAKA.	trove
12797258	FROM NEW ZEALAND. Reefton, New Zealand, Nov. 23, 1896.	trove
12813050	BY ELECTRIC TELEGRAPH.	trove
12800103	FOOTBALL.	trove
12812504	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12779691	NEW ZEALAND. WELLINGTON, MONDAY.	trove
12794164	EXPORTS—May 11.	trove
12794455	FROM NEW ZEALAND.	trove
12806829	SHIPPING NEWS. 2.55 a.m.	trove
12793914	FROM NEW ZEALAND. Reefton, New Zealand, Nov. 23, 1896.	trove
12776867	SOUTH AUSTRALIA. ADELAIDE, FRIDAY.	trove
12795607	FROM NEW ZEALAND.	trove
12824125	ARRIVAL OF THE S.S. PAPANUI.	trove
12811927	NEW ZEALAND.	trove
12799059	NEW ZEALAND. WELLINGTON, Monday.	trove
12820542	THE NE[?] EAMER LIMUTAKA. I	trove
12807747	INTERCOLONIAL COMMERCIAL. BY CABLE.	trove
12782516	FINANCIAL.	trove
12802743	NEW ZEALAND.	trove
12796894	FROM NEW ZEALAND.	trove
12775657	SHIPPING NEWS.	trove
12790236	NEW ZEALAND. WELLINGTON, Monday.	trove
12776611	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12789140	EXPORTS—April 9.	trove
12809436	SHIPPING NEWS.	trove
12797321	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12803680	NEW ZEALAND. WELLINGTON, Friday.	trove
12795036	NEW ZEALAND. WELLINGTON, Thursday.	trove
12806294	NEW ZEALAND. WELLINGTON, Friday.	trove
12820505	NEW ZEALAND.	trove
12773653	GENERAL NOTES.	trove
12813038	TIMBER SHIPMENTS.	trove
12773071	THE LONDON STEAMERS.	trove
12787028	MAIL TABLE. INWARDS.	trove
12809467	NEW ZEALAND. WELLINGTON, Tuesday.	trove
12774934	WESTERN FRONTIER. NEW ZEALANDERS IN ACTION.	trove
12796262	NEW ZEALAND. WELLINGTON, May 20.	trove
12788025	UNITED AUSTRALIA'S MESSAGE TO ENGLAND. PREMIER OF NEW ZEALAND COINCIDES. MR. CHAMBERLAIN'S REPLY.	trove
12822425	RICHMOND RACING CLUB	trove
12784954	MAIL TABLE. INWARDS.	trove
12797052	IMPORTS — May 29.	trove
12802457	THE SAN FRANCISCO MAIL SUBSIDY. July 2.	trove
12783836	NEW ZEALAND. WELLINGTON, THURSDAY.	trove
12781968	THE MARKETS.	trove
12782870	Family Notices	trove
12778501	NEW ZEALANDERS IN ACTION. SWOOPING DOWN ON THE ENEMY. IMPORTANT POSITIONS CAPTURED.	trove
12787754	NEW ZEALAND. WELLINGTON, March 27.	trove
12806002	EUROPEAN TELEGRAMS. BY SUBMARINE CABLE, COPYRIGHT [TASMANIAN PRESS ASSOCIATION.] SAN FRANCISCO MAIL SERVICE. NEW ZEALAND'S PROTEST. LONDON, July 31.	trove
12804814	STEAMERS EXPECTED.	trove
12807324	NEW ZEALAND. AUCKLAND, Friday.	trove
12786719	SHIPPING NEWS. WAIKATO SALVAGE AWARD.	trove
12775399	NEW ZEALAND. WELLINGTON, Wednesday.	trove
12815611	EXPORTS — October 16.	trove
